"id","name","address","city","state","zip_code","phone_number","website","rating","hourly_rate","image","lat","lng","map"
2,"Atlanta HD Studios","2343 Campbellton Rd SW","Atlanta","GA","30311","(678) 587-8207","http://atlhdstudios.com","4.6","$35-$75/hr","https://lh5.googleusercontent.com/p/AF1QipOxMfABiEIYEOGCVrVxNHZsxbjmuUDFK32Id-cg=w180-h180-n-k-no",33.704774,84.465355,"https://batchgeo.com/map/23789ae3cd1b4cbc9dd3326d212a8d22"
24,"Triangle Sounds Studio Atlanta","1410 Hills Pl NW","Atlanta","GA","30318","(678) 244-1100","Call for more info","4.9",,"https://lh5.googleusercontent.com/p/AF1QipPHRbOGWAazuZey21OBZSp5ADuFmHlg-UKuhB93=w180-h180-n-k-no",33.811876,84.433752,"https://batchgeo.com/map/03c2547c488919f0a7b97008596f475b  "
10,"11th Street Studios","699 11th St NW","Atlanta","GA","30318","(404) 249-8511","http://www.11thstreetstudios.com","4.3","$65-$200/hr","https://lh5.googleusercontent.com/p/AF1QipMuBI-A7HlcKwhhtzbTG916-Rtaf3cw9e9Rl8zj=w180-h180-n-k-no",33.783405,84.410112,"https://batchgeo.com/map/f222eececa1c817eee1eca12be65ac9f"
7,"Parhelion Recording Studio","684 Antone St NW #110","Atlanta","GA","30318","(678) 949-9119","http://parhelionrecordingstudios.com","5.0","$60-$120/hr","https://lh5.googleusercontent.com/p/AF1QipPV8g2thvqC0XV481BwAthUom8ANpv2-yDnSrLp=w180-h180-n-k-no",33.797938,84.410043,"https://batchgeo.com/map/971df6e7f0ccad0befe083f8236b5eaf"
21,"White Dog Studios","229 Bradberry St SW","Atlanta","GA","30313","(404) 355-2200","https://whitedogstudios.net","5.0",,"https://whitedogstudios.net/wp-content/uploads/2018/04/white-dog-logo-min.png",33.748768,84.401314,"https://batchgeo.com/map/ea33d5cac017994ebf34794d9b3f93e0"
6,"Loud House Studios","2115 Liddell Dr NE","Atlanta","GA","30324","(404) 963-7374","https://loudhousestudios.com","4.4","$80-$140/hr","https://lh5.googleusercontent.com/p/AF1QipMc151_MsZTDqtcdvLF-6ms-KYlYhSWWe_o8rN9=w180-h180-n-k-no",33.81215,84.362422," https://batchgeo.com/map/263e02c6bf40294fb99ca5917ed91493"
17,"Atlanta Record Factory","650 Hamilton Ave SE","Atlanta","GA","30312","(470) 878-7553","Call for more info","5.0",,"https://lh5.googleusercontent.com/p/AF1QipONa8Dx7YLqKZFP7qGypSBvrQY-WJdVwiq6hQf7=w180-h180-n-k-no",33.726568,84.366516,"https://batchgeo.com/map/eb549aaa70217902cff8c5ecc4559623"
25,"Tree Sound Studios","4610 Peachtree Industrial Blvd","Norcross","GA","30071","(770) 242-8944","https://treesoundstudios.com/","4.8",,"https://treesoundstudios.com/wp-content/uploads/2015/01/Untitled-3.png",33.971914,84.185121,"https://batchgeo.com/map/e883da6550798a4be6b44f684f4a16f0"
14,"Atlanta Doppler Studios","1922 Peidmont Cir NE","Atlanta","GA","30324","(404) 881-1444","http://streamcut.com/doppler","4.9",,"https://lh5.googleusercontent.com/p/AF1QipNDzkMXVi4B8ZtfDk2NWiX51OEcOrFY8TBnW-am=w180-h180-n-k-no",33.809146,84.367659,"https://batchgeo.com/map/755ee773e88d9d474f5851c2d08668fa"
3,"Blue South Recording Studios","500 Bishop St NW","Atlanta","GA","30318","(678) 249-0729","https://www.bluerecorders.com","5.0","$110-$175/hr","https://lh5.googleusercontent.com/p/AF1QipOLtfDdbZVRVk6FPPpUNgqTbiqs2-DuxOVh9LKu=w180-h180-n-k-no",33.792186,84.404722," https://batchgeo.com/map/933697684f956b8c483383f223be26de"
8,"Patchwerk Recording Studios","1094 Hemphill Ave NW","Atlanta","GA","30318","(404) 874-9880","http://www.patchwerk.com","4.7","$30-$250/hr","https://lh5.googleusercontent.com/p/AF1QipPQTy1iMdhb5D3zh4-1N9eR3uEQFJyqntBV2HL1=w180-h180-n-k-no",33.78486,84.406465,"https://batchgeo.com/map/11699ad9917762c88b39cab2171c8244"
22,"Red Tuxedo Mastering Services","3399 Peachtree Rd NE #200","Atlanta","GA","30326","(404) 333-8180","https://www.rtmastering.com","5.0",,"https://static.wixstatic.com/media/1e3d38_5138ab2c71496bb1dab4b29ea463f15a.png/v1/fill/w_172,h_130,al_c,q_85,usm_0.66_1.00_0.01/1e3d38_5138ab2c71496bb1dab4b29ea463f15a.webp",33.846199,84.359966,"https://batchgeo.com/map/52b5bfc372813bf33de8c2eaf5fb1c22"
18,"Atlanta Podcast Recording","735 Lambert Dr NE","Atlanta","GA","30324","(404) 682-6643","http://atlantapodcastrecording.com","5.0",,"https://lh5.googleusercontent.com/p/AF1QipPw91EOlsZGg90ifuwZ-Fb1otdQAeuPb6eMGEzg=w180-h180-n-k-no",33.812548,84.36399," https://batchgeo.com/map/cb0deb2fb6dcc33925d35fd48ecd359c"
